index	loc	a	A	b	B	h	H	u	U
4961	CN_S004662M446568	3	118	0	0	7	99	1	6
4962	CN_S004662M468736	12	107	0	0	12	89	1	13
4963	CN_S004662M468824	0	102	0	0	0	89	0	43
4964	CN_S004663M191094	0	112	0	0	0	99	0	23
4965	CN_S004663M197324	0	116	0	0	0	98	0	20
4966	CN_S004671M191887	0	90	0	0	0	75	69	0
4967	CN_S004671M250543	6	109	0	0	7	82	0	30
4968	CN_S004671M327348	5	120	0	0	5	96	0	8
4969	CN_S004671M429393	0	103	0	0	0	72	0	59
4970	CN_S004675M351914	0	101	0	0	0	90	0	43
4971	CN_S004675M361484	7	113	0	0	6	99	0	9
4972	CN_S004675M508347	9	118	0	0	11	91	0	5
4973	CN_S004675M508463	28	93	0	0	30	70	0	13
4974	CN_S004675M580424	3	118	0	0	8	99	0	6
4975	CN_S004675M622577	34	87	0	0	24	78	0	11
4976	CN_S004675M632435	3	122	0	0	6	96	0	7
4977	CN_S004675M636584	18	112	0	0	8	84	0	12
4978	CN_S004675M794662	0	107	0	0	0	73	0	54
4979	CN_S004686M32121	0	129	0	0	0	91	0	14
4980	CN_S004686M34992	16	113	0	0	12	84	0	9
4981	CN_S004686M35048	3	124	0	0	6	90	11	0
4982	CN_S004686M152014	0	110	0	0	0	93	0	31
4983	CN_S004688M61627	0	123	0	0	0	89	0	22
4984	CN_S004688M496112	8	131	0	0	6	65	24	0
4985	CN_S004688M671442	11	113	0	0	13	69	0	28
4986	CN_S004688M823985	19	110	0	0	11	78	0	16
4987	CN_S004688M930237	0	128	0	0	0	90	0	16
4988	CN_S004691M67496	0	113	0	0	0	110	0	11
4989	CN_S004691M67512	0	114	0	0	0	111	0	9
4990	CN_S004694M69462	0	98	0	0	0	89	0	47
4991	CN_S004694M69554	2	107	0	0	9	94	22	0
4992	CN_S004694M138756	14	97	0	0	17	85	0	21
4993	CN_S004694M162022	20	85	0	0	14	80	0	35
4994	CN_S004694M195020	0	105	0	0	0	86	0	43
4995	CN_S004697M220258	0	115	0	0	0	104	0	15
4996	CN_S004701M33115	0	113	0	0	0	92	0	29
4997	CN_S004701M61542	1	117	0	0	7	101	0	8
4998	CN_S004701M61593	0	121	0	0	7	98	0	8
4999	CN_S004701M234643	11	109	0	0	14	90	0	10
5000	CN_S004701M297394	11	111	0	0	22	80	0	10
5001	CN_S004701M391372	2	118	0	0	8	98	0	8
5002	CN_S004701M425321	14	110	0	0	29	74	0	7
5003	CN_S004701M468237	24	95	0	0	32	73	0	10
5004	CN_S004701M470195	9	111	0	0	11	98	0	5
5005	CN_S004701M591044	0	121	0	0	4	99	10	0
5006	CN_S004701M597397	15	105	0	0	10	89	0	15
5007	CN_S004701M932945	1	118	0	0	5	104	0	6
5008	CN_S004701M936322	12	70	0	0	36	102	0	14
5009	CN_S004701M978538	0	115	0	0	0	91	28	0
5010	CN_S004701M1005121	5	116	0	0	8	101	0	4
5011	CN_S004701M1013743	2	119	0	0	8	94	0	11
5012	CN_S004701M1022039	11	107	0	0	9	89	18	0
5013	CN_S004701M1024150	2	118	0	0	11	89	0	14
5014	CN_S004701M1061564	6	120	0	0	6	91	11	0
5015	CN_S004701M1110496	0	116	0	0	0	99	0	19
5016	CN_S004707M54917	0	108	0	0	0	106	0	20
5017	CN_S004707M182632	0	108	0	0	0	108	0	18
5018	CN_S004707M184102	0	103	0	0	0	99	0	32
5019	CN_S004725M36321	0	105	0	0	0	112	0	17
5020	CN_S004725M119890	0	104	0	0	0	103	0	27
5021	CN_S004725M130001	0	112	0	0	0	101	0	21
5022	CN_S004758M55092	0	113	0	0	0	95	0	26
5023	CN_S004758M121666	2	118	0	0	4	96	14	0
5024	CN_S004758M121678	1	128	0	0	43	50	0	12
5025	CN_S004758M157909	15	95	0	0	3	101	0	20
5026	CN_S004758M198601	0	103	0	0	0	99	0	32
5027	CN_S004764M16038	3	102	0	0	0	102	27	0
5028	CN_S004766M8311	0	108	0	0	0	107	0	19
5029	CN_S004767M111618	0	111	0	0	0	110	0	13
5030	CN_S004767M207120	2	114	0	0	13	97	0	8
5031	CN_S004767M257832	3	113	0	0	16	96	0	6
5032	CN_S004767M349737	5	113	0	0	18	93	1	4
5033	CN_S004767M372523	11	97	0	0	13	95	1	17
5034	CN_S004767M372585	0	99	0	0	0	95	0	40
5035	CN_S004776M139387	0	83	0	0	0	81	70	0
5036	CN_S004783M33117	0	103	0	0	0	70	0	61
5037	CN_S004783M37753	0	97	0	0	0	68	0	69
5038	CN_S004784M75995	0	109	0	0	0	111	0	14
5039	CN_S004804M40948	0	111	0	0	0	97	0	26
5040	CN_S004804M40954	5	112	0	0	0	95	0	22
5041	CN_S004804M79474	11	115	0	0	12	85	0	11
5042	CN_S004804M145515	8	121	0	0	3	99	3	0
5043	CN_S004804M150338	1	125	0	0	4	102	0	2
5044	CN_S004804M312501	2	121	0	0	5	101	0	5
5045	CN_S004804M346475	21	102	0	0	21	88	0	2
5046	CN_S004804M408311	7	119	0	0	6	98	0	4
5047	CN_S004804M468309	12	113	0	0	10	93	0	6
5048	CN_S004804M483882	0	113	0	0	0	96	0	25
5049	CN_S004805M228528	0	120	0	0	0	109	0	5
5050	CN_S004808M68677	0	118	0	0	0	93	0	23
5051	CN_S004808M124172	0	125	0	0	0	99	0	10
5052	CN_S004811M493944	0	113	0	0	0	110	11	0
5053	CN_S004811M506750	3	112	0	0	8	100	0	11
5054	CN_S004811M610919	9	99	0	0	19	88	0	19
5055	CN_S004811M610974	0	98	0	0	0	99	37	0
5056	CN_S004814M33479	0	112	0	0	0	107	0	15
5057	CN_S004821M47555	0	88	0	0	0	89	57	0
5058	CN_S004821M117079	4	94	0	0	2	115	1	18
5059	CN_S004821M135881	6	92	0	0	15	113	1	7
5060	CN_S004821M163162	6	94	0	0	20	104	0	10
5061	CN_S004821M187150	14	84	0	0	26	90	0	20
5062	CN_S004821M187212	0	102	0	0	0	95	37	0
5063	CN_S004828M17733	0	91	0	0	0	137	0	6
5064	CN_S004845M89741	0	111	0	0	0	112	0	11
5065	CN_S004852M149860	0	116	0	0	0	92	0	26
5066	CN_S004852M149993	0	101	0	0	0	71	0	62
5067	CN_S004852M261307	0	114	0	0	0	86	0	34
5068	CN_S004852M274690	0	104	0	0	0	81	0	49
5069	CN_S004856M96106	0	120	0	0	0	77	0	37
5070	CN_S004856M162064	0	120	0	0	0	97	0	17
5071	CN_S004856M411245	0	132	0	0	0	91	0	11
5072	CN_S004885M44033	0	113	0	0	0	105	0	16
5073	CN_S004885M47803	0	118	0	0	0	100	0	16
5074	CN_S004889M77174	0	121	0	0	0	92	0	21
5075	CN_S004889M124267	0	102	0	0	0	75	0	57
5076	CN_S004901M32599	2	94	0	0	0	122	16	0
5077	CN_S004901M97182	0	106	0	0	0	97	31	0
5078	CN_S004901M154592	16	76	0	0	19	98	1	24
5079	CN_S004901M236131	8	88	0	0	12	114	1	11
5080	CN_S004901M385187	0	95	0	0	0	130	0	9
5081	CN_S004910M50033	0	114	0	0	0	86	0	34
5082	CN_S004910M256792	2	130	0	0	7	89	0	6
5083	CN_S004910M258942	36	95	0	0	23	73	0	7
5084	CN_S004910M285296	18	108	0	0	13	86	1	8
5085	CN_S004910M288770	14	111	0	0	4	99	1	5
5086	CN_S004910M342140	6	120	0	0	5	98	0	5
5087	CN_S004910M362219	5	122	0	0	3	101	3	0
5088	CN_S004910M362324	23	103	0	0	13	87	0	8
5089	CN_S004910M372020	12	103	0	0	5	95	0	19
5090	CN_S004910M419930	13	99	0	0	13	74	35	0
5091	CN_S004910M480278	0	100	0	0	0	72	0	62
5092	CN_S004938M1974	0	96	0	0	0	75	63	0
5093	CN_S004948M109916	0	129	0	0	0	97	0	8
5094	CN_S004948M111614	2	129	0	0	11	88	4	0
5095	CN_S004948M113117	26	107	0	0	16	74	0	11
5096	CN_S004948M351408	0	123	0	0	0	88	0	23
5097	CN_S004953M1591	0	157	0	0	0	52	0	25
5098	CN_S004953M20606	8	164	0	0	2	56	1	3
5099	CN_S004953M25766	41	131	0	0	17	39	1	5
5100	CN_S004953M143941	10	165	0	0	2	51	0	6
5101	CN_S004953M186854	0	170	0	0	0	46	0	18
5102	CN_S004963M24611	0	116	0	0	0	109	0	9
5103	CN_S004974M194640	0	109	0	0	0	107	0	18
5104	CN_S004974M217515	0	108	0	0	0	101	0	25
5105	CN_S004974M229885	0	102	0	0	0	75	0	57
5106	CN_S004974M230706	0	94	0	0	0	80	0	60
5107	CN_S004979M64835	0	116	0	0	0	94	0	24
5108	CN_S004979M84149	0	121	0	0	0	98	0	15
5109	CN_S004980M18112	0	102	0	0	0	117	0	15
5110	CN_S004980M22419	0	95	0	0	0	70	0	69
5111	CN_S004980M22486	0	104	0	0	0	110	0	20
5112	CN_S004982M105036	0	118	0	0	0	106	0	10
5113	CN_S004982M231329	0	110	0	0	0	102	0	22
5114	CN_S004983M16609	0	120	0	0	0	92	0	22
5115	CN_S004983M126373	2	121	0	0	2	105	1	3
5116	CN_S004983M156063	8	115	0	0	9	97	1	4
5117	CN_S004983M157950	32	92	0	0	30	72	0	8
5118	CN_S004983M229342	0	126	0	0	8	94	6	0
5119	CN_S004983M241233	12	110	0	0	12	93	0	7
5120	CN_S004983M306229	6	117	0	0	12	94	5	0
5121	CN_S004983M319906	12	113	0	0	8	100	1	0
5122	CN_S004983M327742	8	116	0	0	14	93	0	3
5123	CN_S004983M465852	7	120	0	0	12	88	0	7
5124	CN_S004983M546394	17	113	0	0	13	84	0	7
5125	CN_S004983M628473	3	127	0	0	10	85	0	9
5126	CN_S004983M803294	33	96	0	0	23	67	0	15
5127	CN_S004983M815047	29	96	0	0	25	65	19	0
5128	CN_S004983M842831	1	128	0	0	4	89	12	0
5129	CN_S004983M843431	34	94	0	0	22	71	0	13
5130	CN_S004983M1056970	20	109	0	0	32	63	0	10
5131	CN_S004983M1097969	7	121	0	0	15	77	0	14
5132	CN_S004983M1221802	15	103	0	0	13	78	0	25
5133	CN_S004983M1251208	0	105	0	0	0	76	53	0
5134	CN_S004983M1265546	9	124	0	0	11	78	0	12
5135	CN_S004983M1294811	18	114	0	0	9	86	0	7
5136	CN_S004983M1314370	15	117	0	0	8	91	0	3
5137	CN_S004983M1331178	7	123	0	0	15	84	0	5
5138	CN_S004983M1379673	6	125	0	0	10	87	0	6
5139	CN_S004983M1406245	7	121	0	0	8	92	0	6
5140	CN_S004983M1542172	5	121	0	0	8	92	8	0
5141	CN_S004983M1577546	7	115	0	0	23	77	0	12
5142	CN_S004983M1580623	16	104	0	0	20	79	0	15
5143	CN_S004983M1583024	0	114	0	0	0	97	0	23
5144	CN_S004998M33401	0	120	0	0	0	86	28	0
5145	CN_S005013M157490	0	91	0	0	0	97	0	46
5146	CN_S005014M141068	0	93	0	0	0	117	0	24
5147	CN_S005014M153929	0	92	0	0	0	111	0	31
5148	CN_S005027M29139	0	108	0	0	0	112	0	14
5149	CN_S005027M29193	0	104	0	0	0	81	0	49
5150	CN_S005027M42215	0	94	0	0	0	89	0	51
5151	CN_S005027M105836	0	101	0	0	0	108	0	25
5152	CN_S005057M59568	0	110	0	0	0	102	22	0
5153	CN_S005058M128031	0	105	0	0	0	84	0	45
5154	CN_S005060M172013	0	104	0	0	0	93	0	37
5155	CN_S005060M173391	0	106	0	0	0	92	0	36
5156	CN_S005063M61181	0	106	0	0	0	111	0	17
5157	CN_S005067M219018	0	124	0	0	0	87	23	0
5158	CN_S005082M31689	0	87	0	0	0	95	52	0
5159	CN_S005082M31793	9	90	0	0	11	108	0	16
5160	CN_S005082M136110	9	92	0	0	16	107	0	10
5161	CN_S005082M212111	20	82	0	0	18	105	0	9
5162	CN_S005082M212169	18	90	0	0	27	95	0	4
5163	CN_S005082M285057	3	100	0	0	3	116	0	12
5164	CN_S005082M294031	0	97	0	0	0	93	0	44
5165	CN_S005086M194934	0	112	0	0	0	85	0	37
5166	CN_S005086M194963	0	106	0	0	0	86	0	42
5167	CN_S005088M43190	0	123	0	0	0	98	0	13
5168	CN_S005088M115241	0	124	0	0	0	100	0	10
5169	CN_S005107M137097	0	100	0	0	0	96	0	38
5170	CN_S005107M570714	8	108	0	0	4	95	0	19
5171	CN_S005107M692558	24	99	0	0	15	85	11	0
5172	CN_S005107M692605	23	100	0	0	15	85	0	11
5173	CN_S005107M695746	2	120	0	0	5	102	0	5
5174	CN_S005107M698195	15	109	0	0	14	92	0	4
5175	CN_S005107M701158	18	106	0	0	5	101	0	4
5176	CN_S005107M702465	4	116	0	0	10	94	1	9
5177	CN_S005107M702586	11	105	0	0	7	84	1	26
5178	CN_S005107M1081124	0	103	0	0	0	88	0	43
5179	CN_S005110M100232	0	105	0	0	0	83	0	46
5180	CN_S005129M123050	0	91	0	0	0	90	0	53
5181	CN_S005135M38803	0	134	0	0	0	64	0	36
5182	CN_S005135M45502	0	107	0	0	0	83	0	44
5183	CN_S005135M45513	0	102	0	0	0	84	0	48
5184	CN_S005135M65036	0	110	0	0	0	94	0	30
5185	CN_S005157M181817	0	99	0	0	0	111	0	24
5186	CN_S005157M222221	8	94	0	0	7	118	0	7
5187	CN_S005157M222226	6	99	0	0	7	115	0	7
5188	CN_S005157M294454	4	100	0	0	9	113	0	8
5189	CN_S005157M512246	18	88	0	0	21	103	4	0
5190	CN_S005157M514888	5	95	0	0	9	118	0	7
5191	CN_S005157M514899	0	102	0	0	3	125	4	0
5192	CN_S005157M515785	7	101	0	0	2	114	0	10
5193	CN_S005157M536944	0	87	0	0	0	91	0	56
5194	CN_S005158M123050	0	128	0	0	0	95	0	11
5195	CN_S005158M219359	0	98	0	0	0	66	0	70
5196	CN_S005171M47308	0	110	0	0	0	110	14	0
5197	CN_S005171M194525	11	102	0	0	21	96	1	3
5198	CN_S005171M194603	2	110	0	0	11	109	1	1
5199	CN_S005171M228985	8	107	0	0	13	105	0	1
5200	CN_S005171M229011	2	111	0	0	9	107	1	4
5201	CN_S005171M346617	8	103	0	0	10	107	1	5
5202	CN_S005171M543614	8	100	0	0	12	106	0	8
5203	CN_S005171M547180	0	114	0	0	0	112	8	0
5204	CN_S005171M547317	3	114	0	0	8	105	4	0
5205	CN_S005171M548974	4	112	0	0	10	103	0	5
5206	CN_S005171M569447	4	109	0	0	6	107	8	0
5207	CN_S005171M604083	0	96	0	0	0	97	0	41
5208	CN_S005172M34216	0	85	0	0	0	88	0	61
5209	CN_S005195M79789	0	109	0	0	0	82	0	43
5210	CN_S005198M38769	0	105	0	0	0	105	0	24
5211	CN_S005198M66565	4	109	0	0	3	111	1	6
5212	CN_S005198M70566	9	101	0	0	12	107	1	4
5213	CN_S005198M74101	2	106	0	0	4	115	0	7
5214	CN_S005198M74211	0	93	0	0	0	85	0	56
5215	CN_S005203M17499	0	120	0	0	0	99	15	0
5216	CN_S005204M416619	0	104	0	0	0	74	56	0
5217	CN_S005204M486493	10	104	0	0	5	100	0	15
5218	CN_S005204M489810	18	100	0	0	23	81	0	12
5219	CN_S005204M650266	5	114	0	0	11	94	10	0
5220	CN_S005204M650326	33	85	0	0	26	77	0	13
5221	CN_S005204M770687	9	114	0	0	10	95	0	6
5222	CN_S005204M781663	26	88	0	0	14	97	0	9
5223	CN_S005204M782282	18	97	0	0	10	103	0	6
5224	CN_S005204M782394	13	102	0	0	13	102	0	4
5225	CN_S005204M836026	10	104	0	0	6	112	0	2
5226	CN_S005204M894852	5	112	0	0	8	105	0	4
5227	CN_S005204M973822	4	112	0	0	4	110	0	4
5228	CN_S005204M1091931	32	82	0	0	30	79	0	11
5229	CN_S005204M1094595	13	102	0	0	15	94	0	10
5230	CN_S005204M1097835	0	114	0	0	0	106	14	0
5231	CN_S005204M1105955	14	97	0	0	18	95	0	10
5232	CN_S005204M1107742	3	108	0	0	0	104	0	19
5233	CN_S005204M1107749	0	107	0	0	0	105	0	22
5234	CN_S005217M10490	0	112	0	0	0	111	0	11
5235	CN_S005235M82475	0	96	0	0	0	104	0	34
5236	CN_S005235M122992	11	90	0	0	18	89	26	0
5237	CN_S005235M280130	3	95	0	0	13	107	16	0
5238	CN_S005235M337959	15	80	0	0	18	101	0	20
5239	CN_S005235M343644	0	96	0	0	0	121	0	17
5240	CN_S005237M15680	0	104	0	0	0	93	0	37
5241	CN_S005237M130807	0	118	0	0	0	104	0	12
5242	CN_S005237M131738	0	120	0	0	0	96	0	18
5243	CN_S005238M165197	0	94	0	0	0	129	11	0
5244	CN_S005238M168147	21	75	0	0	31	94	0	13
5245	CN_S005238M470426	9	93	0	0	18	104	10	0
5246	CN_S005238M475695	3	98	0	0	10	115	0	8
5247	CN_S005238M516360	4	93	0	0	13	117	0	7
5248	CN_S005238M661439	4	94	0	0	8	122	0	6
5249	CN_S005238M728454	3	95	0	0	11	115	0	10
5250	CN_S005238M734902	0	80	0	0	0	105	0	49
5251	CN_S005243M68204	0	108	0	0	0	100	0	26
5252	CN_S005246M145944	0	99	0	0	0	107	0	28
5253	CN_S005246M273606	0	107	0	0	0	92	0	35
5254	CN_S005249M496850	0	88	0	0	0	96	50	0
5255	CN_S005249M496928	0	99	0	0	0	119	0	16
5256	CN_S005260M227495	0	123	0	0	0	89	0	22
5257	CN_S005260M227542	13	110	0	0	11	87	0	13
5258	CN_S005260M260168	4	123	0	0	2	98	7	0
5259	CN_S005260M271162	3	117	0	0	9	98	1	6
5260	CN_S005260M366529	24	101	0	0	23	72	1	13
5261	CN_S005260M514196	11	110	0	0	11	87	0	15
5262	CN_S005260M582369	15	115	0	0	14	76	14	0
5263	CN_S005260M590321	5	122	0	0	5	85	0	17
5264	CN_S005260M605621	0	117	0	0	0	78	0	39
5265	CN_S005272M111337	0	126	0	0	0	47	0	61
5266	CN_S005272M156512	0	151	0	0	0	55	0	28
5267	CN_S005281M11879	0	85	0	0	0	93	0	56
5268	CN_S005281M84340	0	106	0	0	3	120	1	4
5269	CN_S005281M128177	3	103	0	0	13	112	1	2
5270	CN_S005281M286659	9	98	0	0	10	115	0	2
5271	CN_S005281M359644	4	99	0	0	7	120	0	4
5272	CN_S005281M494612	24	77	0	0	19	104	0	10
5273	CN_S005281M516324	8	96	0	0	21	96	0	13
5274	CN_S005281M519835	22	87	0	0	24	83	0	18
5275	CN_S005281M519839	23	86	0	0	24	84	0	17
5276	CN_S005281M691862	7	97	0	0	12	99	0	19
5277	CN_S005281M737361	2	102	0	0	18	98	14	0
5278	CN_S005281M1081153	17	83	0	0	17	107	0	10
5279	CN_S005281M1091887	4	102	0	0	8	115	0	5
5280	CN_S005281M1225338	3	97	0	0	2	123	0	9
5281	CN_S005281M1225391	0	86	0	0	0	102	0	46
5282	CN_S005293M58784	0	109	0	0	0	90	0	35
5283	CN_S005308M235436	0	97	0	0	0	94	0	43
5284	CN_S005309M273201	0	110	0	0	0	106	0	18
5285	CN_S005309M397373	0	102	0	0	0	86	0	46
5286	CN_S005315M28900	0	119	0	0	0	87	0	28
5287	CN_S005315M42137	8	111	0	0	6	99	0	10
5288	CN_S005315M99738	25	92	0	0	22	85	10	0
5289	CN_S005315M488831	0	110	0	0	0	112	0	12
5290	CN_S005323M1630	0	109	0	0	0	80	0	45
5291	CN_S005323M7674	0	81	0	0	0	85	0	68
5292	CN_S005323M54412	0	96	0	0	0	115	0	23
5293	CN_S005338M164856	0	102	0	0	0	72	0	60
5294	CN_S005338M218521	8	112	0	0	8	89	0	17
5295	CN_S005338M268569	1	117	0	0	2	107	7	0
5296	CN_S005338M272457	7	110	0	0	5	103	0	9
5297	CN_S005338M318583	0	111	0	0	0	102	0	21
5298	CN_S005341M149058	0	112	0	0	0	103	0	19
5299	CN_S005341M155962	0	98	0	0	0	97	0	39
5300	CN_S005344M14433	16	99	0	0	6	107	0	6
5301	CN_S005344M14435	0	115	0	0	0	105	14	0
5302	CN_S005344M14500	0	98	0	0	0	114	22	0
5303	CN_S005344M36815	6	99	0	0	8	112	0	9
5304	CN_S005344M71964	15	100	0	0	20	95	0	4
5305	CN_S005344M90275	3	105	0	0	13	111	0	2
5306	CN_S005344M247817	13	95	0	0	11	104	0	11
5307	CN_S005344M247823	10	99	0	0	10	104	0	11
5308	CN_S005344M270764	3	120	0	0	7	93	11	0
5309	CN_S005344M270771	9	114	0	0	7	93	0	11
5310	CN_S005344M271750	5	104	0	0	5	113	0	7
5311	CN_S005344M315692	13	99	0	0	20	95	0	7
5312	CN_S005344M365850	23	90	0	0	30	83	0	8
5313	CN_S005344M402603	10	99	0	0	3	114	1	7
5314	CN_S005344M406118	7	103	0	0	10	102	1	11
5315	CN_S005344M437091	6	99	0	0	12	79	0	38
5316	CN_S005344M449489	0	99	0	0	0	89	0	46
5317	CN_S005357M13570	0	108	0	0	0	112	0	14
5318	CN_S005364M88582	0	107	0	0	0	67	0	60
5319	CN_S005374M28247	0	116	0	0	0	98	0	20
5320	CN_S005374M59204	2	117	0	0	5	104	0	6
5321	CN_S005374M89047	22	95	0	0	26	79	1	11
5322	CN_S005374M135460	7	113	0	0	5	95	1	13
5323	CN_S005374M137353	0	110	0	0	0	87	0	37
5324	CN_S005385M42867	0	118	0	0	0	89	0	27
5325	CN_S005385M66998	19	113	0	0	27	66	0	9
5326	CN_S005385M67050	1	129	0	0	6	94	0	4
5327	CN_S005385M150650	10	120	0	0	12	86	0	6
5328	CN_S005385M174316	8	117	0	0	5	100	0	4
5329	CN_S005385M174443	8	115	0	0	11	92	8	0
5330	CN_S005385M225560	15	108	0	0	15	86	10	0
5331	CN_S005385M285969	20	104	0	0	15	89	0	6
5332	CN_S005385M303758	2	124	0	0	5	99	4	0
5333	CN_S005385M380312	8	118	0	0	13	90	0	5
5334	CN_S005385M464887	9	121	0	0	17	76	11	0
5335	CN_S005385M472888	0	112	0	0	0	97	0	25
5336	CN_S005388M62391	0	114	0	0	0	103	0	17
5337	CN_S005388M679273	6	107	0	0	5	102	0	14
5338	CN_S005388M721906	5	107	0	0	13	96	0	13
5339	CN_S005388M721907	7	105	0	0	13	96	0	13
5340	CN_S005388M727058	6	110	0	0	10	100	0	8
5341	CN_S005388M805723	4	115	0	0	14	90	11	0
5342	CN_S005388M1005183	1	119	0	0	0	101	13	0
5343	CN_S005389M42857	0	119	0	0	0	99	0	16
5344	CN_S005403M135505	0	100	0	0	0	112	0	22
5345	CN_S005403M140808	0	100	0	0	0	122	0	12
5346	CN_S005403M169128	0	100	0	0	0	104	0	30
5347	CN_S005403M386479	0	98	0	0	0	121	0	15
5348	CN_S005411M40637	0	98	0	0	0	85	0	51
5349	CN_S005413M42057	0	121	0	0	0	88	0	25
5350	CN_S005413M120352	11	113	0	0	10	87	1	12
5351	CN_S005413M127929	12	114	0	0	17	87	1	3
5352	CN_S005413M201203	31	96	0	0	26	75	0	6
5353	CN_S005413M205598	8	117	0	0	10	94	0	5
5354	CN_S005413M217743	9	114	0	0	7	88	0	16
5355	CN_S005413M217822	0	107	0	0	0	74	0	53
5356	CN_S005414M298438	0	92	0	0	0	87	0	55
5357	CN_S005414M385431	14	89	0	0	13	81	0	37
5358	CN_S005414M678051	2	109	0	0	2	110	0	11
5359	CN_S005414M678073	7	103	0	0	2	111	0	11
5360	CN_S005414M698878	2	109	0	0	10	89	0	24
5361	CN_S005414M771637	0	91	0	0	0	79	0	64
5362	CN_S005419M80045	0	114	0	0	0	101	0	19
5363	CN_S005419M134728	10	105	0	0	10	98	0	11
5364	CN_S005419M235589	11	106	0	0	3	103	0	11
5365	CN_S005419M298710	14	105	0	0	11	93	0	11
5366	CN_S005419M307731	23	99	0	0	21	71	0	20
5367	CN_S005419M370005	0	107	0	0	0	101	0	26
5368	CN_S005426M100804	0	109	0	0	0	103	0	22
5369	CN_S005426M111038	0	115	0	0	0	99	0	20
5370	CN_S005426M481632	0	101	0	0	0	82	0	51
5371	CN_S005430M236423	0	107	0	0	0	102	0	25
5372	CN_S005430M238106	12	103	0	0	5	110	0	4
5373	CN_S005430M289438	8	115	0	0	12	95	0	4
5374	CN_S005430M494793	7	115	0	0	13	96	0	3
5375	CN_S005430M494908	2	114	0	0	1	107	10	0
5376	CN_S005430M503865	14	95	0	0	10	93	22	0
5377	CN_S005430M514425	0	107	0	0	0	89	38	0
5378	CN_S005443M9652	0	123	0	0	0	97	0	14
5379	CN_S005443M17215	8	115	0	0	5	93	0	13
5380	CN_S005443M17226	5	119	0	0	5	92	0	13
5381	CN_S005443M23067	3	118	0	0	0	81	32	0
5382	CN_S005463M151104	0	101	0	0	0	75	0	58
5383	CN_S005471M47888	0	100	0	0	0	96	0	38
5384	CN_S005471M48826	0	100	0	0	0	83	51	0
5385	CN_S005482M87622	0	84	0	0	0	106	0	44
5386	CN_S005482M109286	2	97	0	0	0	132	0	3
5387	CN_S005482M505995	2	97	0	0	7	126	2	0
5388	CN_S005482M621418	7	90	0	0	10	119	8	0
5389	CN_S005482M753101	4	90	0	0	5	126	0	9
5390	CN_S005482M1543989	0	83	0	0	0	108	0	43
5391	CN_S005486M165479	0	114	0	0	0	87	0	33
5392	CN_S005486M166186	3	117	0	0	6	107	1	0
5393	CN_S005486M175669	17	108	0	0	17	80	0	12
5394	CN_S005486M220254	0	123	0	0	0	96	0	15
5395	CN_S005490M248962	0	96	0	0	0	92	0	46
5396	CN_S005496M220856	0	95	0	0	0	83	0	56
5397	CN_S005501M85893	0	117	0	0	0	95	0	22
5398	CN_S005501M127207	0	119	0	0	0	89	0	26
5399	CN_S005507M84847	0	105	0	0	0	106	0	23
5400	CN_S005507M84967	0	106	0	0	0	90	38	0
5401	CN_S005515M78042	0	124	0	0	0	73	0	37
5402	CN_S005515M133290	0	128	0	0	0	96	0	10
5403	CN_S005515M149880	0	113	0	0	0	80	0	41
5404	CN_S005515M384802	0	124	0	0	0	89	0	21
5405	CN_S005517M202134	0	90	0	0	0	90	0	54
5406	CN_S005524M144152	0	120	0	0	0	101	0	13
5407	CN_S005524M150316	5	121	0	0	11	87	0	10
5408	CN_S005524M150366	21	101	0	0	30	61	0	21
5409	CN_S005524M164102	0	104	0	0	0	75	55	0
5410	CN_S005524M207768	2	119	0	0	6	93	0	14
5411	CN_S005524M481977	3	112	0	0	6	105	0	8
5412	CN_S005524M603992	9	109	0	0	14	95	0	7
5413	CN_S005524M787280	20	99	0	0	20	86	9	0
5414	CN_S005524M798070	14	105	0	0	10	80	25	0
5415	CN_S005524M991604	7	120	0	0	27	58	0	22
5416	CN_S005524M1149727	0	112	0	0	0	104	0	18
5417	CN_S005534M162204	0	95	0	0	0	87	0	52
5418	CN_S005534M164716	10	113	0	0	9	81	0	21
5419	CN_S005534M444295	8	113	0	0	3	94	16	0
5420	CN_S005534M456110	0	98	0	0	0	82	54	0
5421	CN_S005540M18913	0	107	0	0	0	87	0	40
5422	CN_S005540M175054	16	86	0	0	11	98	0	23
5423	CN_S005540M278281	2	108	0	0	8	104	12	0
5424	CN_S005540M278342	6	106	0	0	14	101	0	7
5425	CN_S005540M312999	18	90	0	0	25	93	3	5
5426	CN_S005540M368124	6	104	0	0	10	109	3	2
5427	CN_S005540M370508	5	105	0	0	4	115	0	5
5428	CN_S005540M373253	6	102	0	0	15	100	0	11
5429	CN_S005540M388627	0	110	0	0	1	107	0	16
5430	CN_S005540M388630	2	109	0	0	0	107	0	16
5431	CN_S005540M402155	6	107	0	0	10	102	0	9
5432	CN_S005540M402217	14	97	0	0	20	94	0	9
5433	CN_S005540M422718	20	92	0	0	31	83	0	8
5434	CN_S005540M447038	2	107	0	0	7	113	2	3
5435	CN_S005540M447977	27	83	0	0	34	82	2	6
5436	CN_S005540M448044	7	106	0	0	13	104	0	4
5437	CN_S005540M472732	8	105	0	0	11	99	0	11
5438	CN_S005540M673242	19	96	0	0	16	87	0	16
5439	CN_S005540M676058	0	106	0	0	0	101	0	27
5440	CN_S005542M201041	0	107	0	0	0	81	0	46
