index	loc	scaffold	locus	posit	target	dist	f1	f2	signif	select	parent	swap	new_signif
4822	CN_S003339M879576	CN_S003339	CN_S003339M879576	879576	CN_S003339M558042	23.5	0.10042735042735	0.0394088669950739	203	small		NA	203
4823	CN_S003339M899738	CN_S003339	CN_S003339M899738	899738	CN_S003339M558042	34	0.145299145299145	0.0229885057471264	174	small		NA	174
4824	CN_S003339M909287	CN_S003339	CN_S003339M909287	909287	CN_S003339M558042	20.5	0.0876068376068376	0.0338164251207729	207	small		NA	207
4825	CN_S003342M58489	CN_S003342	CN_S003342M58489	58489	CN_S003342M991220	17.5	0.0747863247863248	0.0328638497652582	213	small		NA	213
4826	CN_S003342M278084	CN_S003342	CN_S003342M278084	278084	CN_S003342M58489	25.5	0.108974358974359	0.0355329949238579	197	small		NA	197
4827	CN_S003342M667558	CN_S003342	CN_S003342M667558	667558	CN_S003342M991220	37	0.158119658119658	0.0454545454545455	176	small		NA	176
4828	CN_S003342M874691	CN_S003342	CN_S003342M874691	874691	CN_S003342M991220	21.5	0.0918803418803419	0.0248756218905473	201	small		NA	201
4829	CN_S003342M920847	CN_S003342	CN_S003342M920847	920847	CN_S003342M991220	27.5	0.117521367521368	0.054726368159204	201	large		NA	201
4830	CN_S003342M991220	CN_S003342	CN_S003342M991220	991220	CN_S003342M58489	17.5	0.0747863247863248	0.0328638497652582	213	small		NA	213
4831	CN_S003347M81216	CN_S003347	CN_S003347M81216	81216	NA	NA	NA	NA	234	single		NA	234
4832	CN_S003353M73962	CN_S003353	CN_S003353M73962	73962	CN_S003353M108260	36	0.153846153846154	0.0290697674418605	172	small		NA	172
4833	CN_S003353M77096	CN_S003353	CN_S003353M77096	77096	CN_S003353M108260	18.5	0.0790598290598291	0.0241545893719807	207	small		NA	207
4834	CN_S003353M108260	CN_S003353	CN_S003353M108260	108260	CN_S003353M77096	18.5	0.0790598290598291	0.0241545893719807	207	small		NA	207
4835	CN_S003353M245980	CN_S003353	CN_S003353M245980	245980	CN_S003353M108260	30.5	0.13034188034188	0.0518134715025907	193	large		NA	193
4836	CN_S003358M255110	CN_S003358	CN_S003358M255110	255110	NA	NA	NA	NA	234	single		NA	234
4837	CN_S003359M501714	CN_S003359	CN_S003359M501714	501714	CN_S003359M553738	38.5	0.164529914529915	0.029940119760479	167	small		NA	167
4838	CN_S003359M553738	CN_S003359	CN_S003359M553738	553738	CN_S003359M501714	38.5	0.164529914529915	0.029940119760479	167	small		NA	167
4839	CN_S003364M30382	CN_S003364	CN_S003364M30382	30382	NA	NA	NA	NA	234	single		NA	234
4840	CN_S003382M159289	CN_S003382	CN_S003382M159289	159289	NA	NA	NA	NA	234	single		NA	234
4841	CN_S003393M125216	CN_S003393	CN_S003393M125216	125216	CN_S003393M313867	28	0.11965811965812	0.0459183673469388	196	small		NA	196
4842	CN_S003393M313867	CN_S003393	CN_S003393M313867	313867	CN_S003393M125216	28	0.11965811965812	0.0459183673469388	196	small		NA	196
4843	CN_S003394M505684	CN_S003394	CN_S003394M505684	505684	CN_S003394M505699	13	0.0555555555555556	0	208	quasi-redundent	4295	no	208
4844	CN_S003394M505698	CN_S003394	CN_S003394M505698	505698	CN_S003394M505684	16	0.0683760683760684	0.00490196078431373	204	small		NA	204
4845	CN_S003394M505699	CN_S003394	CN_S003394M505699	505699	CN_S003394M505684	13	0.0555555555555556	0	208	chosen	10990	no	208
4846	CN_S003394M505720	CN_S003394	CN_S003394M505720	505720	CN_S003394M505684	13	0.0555555555555556	0	208	quasi-redundent	4295	no	208
4847	CN_S003399M70482	CN_S003399	CN_S003399M70482	70482	NA	NA	NA	NA	234	single		NA	234
4848	CN_S003403M143915	CN_S003403	CN_S003403M143915	143915	CN_S003403M221205	25	0.106837606837607	0.0353535353535354	198	small		NA	198
4849	CN_S003403M190709	CN_S003403	CN_S003403M190709	190709	CN_S003403M221205	36.5	0.155982905982906	0.04	175	small		NA	175
4850	CN_S003403M202110	CN_S003403	CN_S003403M202110	202110	CN_S003403M221205	32.5	0.138888888888889	0.0481283422459893	187	small		NA	187
4851	CN_S003403M221205	CN_S003403	CN_S003403M221205	221205	CN_S003403M143915	25	0.106837606837607	0.0353535353535354	198	small		NA	198
4852	CN_S003408M3774	CN_S003408	CN_S003408M3774	3774	NA	NA	NA	NA	234	single		NA	234
4853	CN_S003409M24040	CN_S003409	CN_S003409M24040	24040	CN_S003409M35210	24.5	0.104700854700855	0.0531400966183575	207	large		NA	207
4854	CN_S003409M35210	CN_S003409	CN_S003409M35210	35210	CN_S003409M24040	24.5	0.104700854700855	0.0531400966183575	207	large		NA	207
4855	CN_S003410M262310	CN_S003410	CN_S003410M262310	262310	CN_S003410M648493	27.5	0.117521367521368	0.0362694300518135	193	small		NA	193
4856	CN_S003410M550941	CN_S003410	CN_S003410M550941	550941	CN_S003410M575044	36	0.153846153846154	0.00609756097560976	164	small		NA	164
4857	CN_S003410M575044	CN_S003410	CN_S003410M575044	575044	CN_S003410M648493	17	0.0726495726495727	0.00495049504950495	202	small		NA	202
4858	CN_S003410M640191	CN_S003410	CN_S003410M640191	640191	CN_S003410M648493	30.5	0.13034188034188	0.0374331550802139	187	small		NA	187
4859	CN_S003410M648480	CN_S003410	CN_S003410M648480	648480	CN_S003410M648493	11	0.047008547008547	0	212	chosen	NA	yes	231
4860	CN_S003410M648493	CN_S003410	CN_S003410M648493	648493	CN_S003410M648480	11	0.047008547008547	0	212	swaped	4305	yes	230
4861	CN_S003410M694880	CN_S003410	CN_S003410M694880	694880	CN_S003410M648493	20.5	0.0876068376068376	0.0150753768844221	199	small		NA	199
4862	CN_S003428M111826	CN_S003428	CN_S003428M111826	111826	NA	NA	NA	NA	234	single		NA	234
4863	CN_S003429M136591	CN_S003429	CN_S003429M136591	136591	CN_S003429M359559	17	0.0726495726495727	0.0327102803738318	214	small		NA	214
4864	CN_S003429M256931	CN_S003429	CN_S003429M256931	256931	CN_S003429M136591	28.5	0.121794871794872	0.0414507772020725	193	small		NA	193
4865	CN_S003429M274162	CN_S003429	CN_S003429M274162	274162	CN_S003429M136591	37	0.158119658119658	0.0238095238095238	168	small		NA	168
4866	CN_S003429M323931	CN_S003429	CN_S003429M323931	323931	CN_S003429M359559	35.5	0.151709401709402	0.0446927374301676	179	small		NA	179
4867	CN_S003429M341756	CN_S003429	CN_S003429M341756	341756	CN_S003429M136591	41	0.175213675213675	0.0421686746987952	166	small		NA	166
4868	CN_S003429M344705	CN_S003429	CN_S003429M344705	344705	CN_S003429M359559	34	0.145299145299145	0.0489130434782609	184	small		NA	184
4869	CN_S003429M359559	CN_S003429	CN_S003429M359559	359559	CN_S003429M136591	17	0.0726495726495727	0.0327102803738318	214	small		NA	214
4870	CN_S003434M128628	CN_S003434	CN_S003434M128628	128628	CN_S003434M128655	42	0.179487179487179	0.03125	160	small		NA	160
4871	CN_S003434M128655	CN_S003434	CN_S003434M128655	128655	CN_S003434M128943	40.5	0.173076923076923	0.0473372781065089	169	small		NA	169
4872	CN_S003434M128943	CN_S003434	CN_S003434M128943	128943	CN_S003434M128655	40.5	0.173076923076923	0.0473372781065089	169	small		NA	169
4873	CN_S003434M162960	CN_S003434	CN_S003434M162960	162960	CN_S003434M128655	42	0.179487179487179	0.0426829268292683	164	small		NA	164
4874	CN_S003435M141992	CN_S003435	CN_S003435M141992	141992	CN_S003435M142037	18	0.0769230769230769	0	198	quasi-redundent	9441	no	200
4875	CN_S003435M142037	CN_S003435	CN_S003435M142037	142037	CN_S003435M141992	18	0.0769230769230769	0	198	chosen	10990	no	200
4876	CN_S003439M10116	CN_S003439	CN_S003439M10116	10116	CN_S003439M492359	28	0.11965811965812	0.0315789473684211	190	small		NA	190
4877	CN_S003439M480356	CN_S003439	CN_S003439M480356	480356	CN_S003439M485630	41	0.175213675213675	0.0421686746987952	166	small		NA	166
4878	CN_S003439M485630	CN_S003439	CN_S003439M485630	485630	CN_S003439M492359	14.5	0.061965811965812	0.0319634703196347	219	small		NA	219
4879	CN_S003439M492359	CN_S003439	CN_S003439M492359	492359	CN_S003439M485630	14.5	0.061965811965812	0.0319634703196347	219	small		NA	219
4880	CN_S003462M177044	CN_S003462	CN_S003462M177044	177044	CN_S003462M177059	25	0.106837606837607	0	184	quasi-redundent	4324	no	184
4881	CN_S003462M177059	CN_S003462	CN_S003462M177059	177059	CN_S003462M177044	25	0.106837606837607	0	184	chosen	10990	no	184
4882	CN_S003462M177089	CN_S003462	CN_S003462M177089	177089	CN_S003462M177044	25	0.106837606837607	0	184	quasi-redundent	4324	no	184
4883	CN_S003462M245799	CN_S003462	CN_S003462M245799	245799	CN_S003462M245997	33	0.141025641025641	0.0483870967741935	186	small		NA	186
4884	CN_S003462M245997	CN_S003462	CN_S003462M245997	245997	CN_S003462M246023	18.5	0.0790598290598291	0	197	quasi-redundent	4328	no	203
4885	CN_S003462M246023	CN_S003462	CN_S003462M246023	246023	CN_S003462M245997	18.5	0.0790598290598291	0	197	chosen	10990	no	203
4886	CN_S003463M60180	CN_S003463	CN_S003463M60180	60180	NA	NA	NA	NA	234	single		NA	234
4887	CN_S003465M178369	CN_S003465	CN_S003465M178369	178369	NA	NA	NA	NA	234	single		NA	234
4888	CN_S003466M11203	CN_S003466	CN_S003466M11203	11203	CN_S003466M65125	37.5	0.16025641025641	0.0404624277456647	173	small		NA	173
4889	CN_S003466M54541	CN_S003466	CN_S003466M54541	54541	CN_S003466M65125	26.5	0.113247863247863	0.0585365853658537	205	large		NA	205
4890	CN_S003466M59537	CN_S003466	CN_S003466M59537	59537	CN_S003466M65125	31	0.132478632478632	0.0274725274725275	182	small		NA	182
4891	CN_S003466M65125	CN_S003466	CN_S003466M65125	65125	CN_S003466M65139	11	0.047008547008547	0.00467289719626168	214	small		NA	214
4892	CN_S003466M65139	CN_S003466	CN_S003466M65139	65139	CN_S003466M65125	11	0.047008547008547	0.00467289719626168	214	small		NA	214
4893	CN_S003467M71478	CN_S003467	CN_S003467M71478	71478	CN_S003467M608293	27.5	0.117521367521368	0.0213903743315508	187	small		NA	187
4894	CN_S003467M98644	CN_S003467	CN_S003467M98644	98644	CN_S003467M98687	31	0.132478632478632	0	172	quasi-redundent	4337	no	212
4895	CN_S003467M98652	CN_S003467	CN_S003467M98652	98652	CN_S003467M98687	34.5	0.147435897435897	0.00598802395209581	167	small		NA	167
4896	CN_S003467M98687	CN_S003467	CN_S003467M98687	98687	CN_S003467M98644	31	0.132478632478632	0	172	chosen	10990	no	212
4897	CN_S003467M98732	CN_S003467	CN_S003467M98732	98732	CN_S003467M757472	28	0.11965811965812	0.0459183673469388	196	small		NA	196
4898	CN_S003467M163953	CN_S003467	CN_S003467M163953	163953	CN_S003467M608293	31	0.132478632478632	0.0376344086021505	186	small		NA	186
4899	CN_S003467M520443	CN_S003467	CN_S003467M520443	520443	CN_S003467M520505	6.5	0.0277777777777778	0	221	quasi-redundent	4341	no	231
4900	CN_S003467M520505	CN_S003467	CN_S003467M520505	520505	CN_S003467M520443	6.5	0.0277777777777778	0	221	chosen	10990	no	231
4901	CN_S003467M520541	CN_S003467	CN_S003467M520541	520541	CN_S003467M608293	37.5	0.16025641025641	0.0122699386503067	163	small		NA	163
4902	CN_S003467M539133	CN_S003467	CN_S003467M539133	539133	CN_S003467M757472	41.5	0.177350427350427	0.031055900621118	161	small		NA	161
4903	CN_S003467M608293	CN_S003467	CN_S003467M608293	608293	CN_S003467M757472	19	0.0811965811965812	0.0196078431372549	204	small		NA	204
4904	CN_S003467M721767	CN_S003467	CN_S003467M721767	721767	CN_S003467M608293	41	0.175213675213675	0.0365853658536585	164	small		NA	164
4905	CN_S003467M757361	CN_S003467	CN_S003467M757361	757361	CN_S003467M757472	30	0.128205128205128	0.0166666666666667	180	small		NA	180
4906	CN_S003467M757472	CN_S003467	CN_S003467M757472	757472	CN_S003467M608293	19	0.0811965811965812	0.0196078431372549	204	small		NA	204
4907	CN_S003467M871408	CN_S003467	CN_S003467M871408	871408	CN_S003467M757472	21.5	0.0918803418803419	0.0341463414634146	205	small		NA	205
4908	CN_S003467M918785	CN_S003467	CN_S003467M918785	918785	CN_S003467M918808	30.5	0.13034188034188	0	173	quasi-redundent	4350	no	212
4909	CN_S003467M918808	CN_S003467	CN_S003467M918808	918808	CN_S003467M918785	30.5	0.13034188034188	0	173	chosen	10990	no	212
4910	CN_S003467M1050474	CN_S003467	CN_S003467M1050474	1050474	CN_S003467M1286221	29.5	0.126068376068376	0.00564971751412429	177	small		NA	177
4911	CN_S003467M1051267	CN_S003467	CN_S003467M1051267	1051267	CN_S003467M1051269	25.5	0.108974358974359	0	183	quasi-redundent	4353	no	216
4912	CN_S003467M1051269	CN_S003467	CN_S003467M1051269	1051269	CN_S003467M1051267	25.5	0.108974358974359	0	183	chosen	10990	no	216
4913	CN_S003467M1205165	CN_S003467	CN_S003467M1205165	1205165	CN_S003467M1286221	19	0.0811965811965812	0.0196078431372549	204	small		NA	204
4914	CN_S003467M1286221	CN_S003467	CN_S003467M1286221	1286221	CN_S003467M1205165	19	0.0811965811965812	0.0196078431372549	204	small		NA	204
4915	CN_S003467M1300211	CN_S003467	CN_S003467M1300211	1300211	CN_S003467M1286221	34	0.145299145299145	0.0117647058823529	170	small		NA	170
4916	CN_S003467M1300305	CN_S003467	CN_S003467M1300305	1300305	CN_S003467M1300321	15.5	0.0662393162393162	0	203	quasi-redundent	4358	no	216
4917	CN_S003467M1300321	CN_S003467	CN_S003467M1300321	1300321	CN_S003467M1300305	15.5	0.0662393162393162	0	203	chosen	10990	no	216
4918	CN_S003467M1300331	CN_S003467	CN_S003467M1300331	1300331	CN_S003467M1300321	15.5	0.0662393162393162	0.0048780487804878	205	small		NA	205
4919	CN_S003467M1303060	CN_S003467	CN_S003467M1303060	1303060	CN_S003467M1752075	31	0.132478632478632	0.0425531914893617	188	small		NA	188
4920	CN_S003467M1422749	CN_S003467	CN_S003467M1422749	1422749	CN_S003467M1286221	19	0.0811965811965812	0.0288461538461538	208	small		NA	208
4921	CN_S003467M1656852	CN_S003467	CN_S003467M1656852	1656852	CN_S003467M1286221	29.5	0.126068376068376	0.027027027027027	185	small		NA	185
4922	CN_S003467M1656960	CN_S003467	CN_S003467M1656960	1656960	CN_S003467M1422749	36	0.153846153846154	0.0344827586206897	174	small		NA	174
4923	CN_S003467M1659365	CN_S003467	CN_S003467M1659365	1659365	CN_S003467M1286221	24.5	0.104700854700855	0.0398009950248756	201	small		NA	201
4924	CN_S003467M1674071	CN_S003467	CN_S003467M1674071	1674071	CN_S003467M1286221	37.5	0.16025641025641	0.029585798816568	169	small		NA	169
4925	CN_S003467M1674175	CN_S003467	CN_S003467M1674175	1674175	CN_S003467M1752075	33.5	0.143162393162393	0.0228571428571429	175	small		NA	175
4926	CN_S003467M1692208	CN_S003467	CN_S003467M1692208	1692208	CN_S003467M1286221	23.5	0.10042735042735	0.0205128205128205	195	small		NA	195
4927	CN_S003467M1702527	CN_S003467	CN_S003467M1702527	1702527	CN_S003467M1702528	20	0.0854700854700855	0.00510204081632653	196	small		NA	196
4928	CN_S003467M1702528	CN_S003467	CN_S003467M1702528	1702528	CN_S003467M1702527	20	0.0854700854700855	0.00510204081632653	196	small		NA	196
4929	CN_S003467M1746499	CN_S003467	CN_S003467M1746499	1746499	CN_S003467M1746509	14.5	0.061965811965812	0	205	quasi-redundent	4371	no	222
4930	CN_S003467M1746509	CN_S003467	CN_S003467M1746509	1746509	CN_S003467M1746499	14.5	0.061965811965812	0	205	chosen	10990	no	222
4931	CN_S003467M1752075	CN_S003467	CN_S003467M1752075	1752075	CN_S003467M2104123	18.5	0.0790598290598291	0.033175355450237	211	small		NA	211
4932	CN_S003467M1752783	CN_S003467	CN_S003467M1752783	1752783	CN_S003467M1752784	14	0.0598290598290598	0	206	quasi-redundent	4374	no	224
4933	CN_S003467M1752784	CN_S003467	CN_S003467M1752784	1752784	CN_S003467M1752783	14	0.0598290598290598	0	206	chosen	10990	no	224
4934	CN_S003467M1752786	CN_S003467	CN_S003467M1752786	1752786	CN_S003467M1752783	14	0.0598290598290598	0	206	quasi-redundent	4374	no	224
4935	CN_S003467M1877966	CN_S003467	CN_S003467M1877966	1877966	CN_S003467M1752075	20.5	0.0876068376068376	0.0199004975124378	201	small		NA	201
4936	CN_S003467M1890172	CN_S003467	CN_S003467M1890172	1890172	CN_S003467M1752075	20	0.0854700854700855	0.029126213592233	206	small		NA	206
4937	CN_S003467M1907218	CN_S003467	CN_S003467M1907218	1907218	CN_S003467M1752075	32.5	0.138888888888889	0.0382513661202186	183	small		NA	183
4938	CN_S003467M1998084	CN_S003467	CN_S003467M1998084	1998084	CN_S003467M1286221	32.5	0.138888888888889	0.0331491712707182	181	small		NA	181
4939	CN_S003467M2098444	CN_S003467	CN_S003467M2098444	2098444	CN_S003467M2104123	25.5	0.108974358974359	0.0307692307692308	195	small		NA	195
4940	CN_S003467M2098476	CN_S003467	CN_S003467M2098476	2098476	CN_S003467M1752075	23.5	0.10042735042735	0.0394088669950739	203	small		NA	203
4941	CN_S003467M2104123	CN_S003467	CN_S003467M2104123	2104123	CN_S003467M1752075	18.5	0.0790598290598291	0.033175355450237	211	small		NA	211
4942	CN_S003467M2237208	CN_S003467	CN_S003467M2237208	2237208	CN_S003467M2990329	28.5	0.121794871794872	0.0552763819095477	199	large		NA	199
4943	CN_S003467M2276682	CN_S003467	CN_S003467M2276682	2276682	CN_S003467M757472	48.5	0.207264957264957	0.0691823899371069	159	large		NA	159
4944	CN_S003467M2324936	CN_S003467	CN_S003467M2324936	2324936	CN_S003467M1286221	26.5	0.113247863247863	0.0358974358974359	195	small		NA	195
4945	CN_S003467M2396122	CN_S003467	CN_S003467M2396122	2396122	CN_S003467M1286221	34.5	0.147435897435897	0.0491803278688525	183	small		NA	183
4946	CN_S003467M2887470	CN_S003467	CN_S003467M2887470	2887470	CN_S003467M2887518	11.5	0.0491452991452991	0	211	quasi-redundent	4388	no	226
4947	CN_S003467M2887518	CN_S003467	CN_S003467M2887518	2887518	CN_S003467M2887470	11.5	0.0491452991452991	0	211	chosen	10990	no	226
4948	CN_S003467M2887594	CN_S003467	CN_S003467M2887594	2887594	CN_S003467M2990329	31	0.132478632478632	0.0612244897959184	196	large		NA	196
4949	CN_S003467M2915695	CN_S003467	CN_S003467M2915695	2915695	CN_S003467M2990329	32.5	0.138888888888889	0.0331491712707182	181	small		NA	181
4950	CN_S003467M2975802	CN_S003467	CN_S003467M2975802	2975802	CN_S003467M2990329	39	0.166666666666667	0.0357142857142857	168	small		NA	168
4951	CN_S003467M2990329	CN_S003467	CN_S003467M2990329	2990329	CN_S003467M2990330	5	0.0213675213675214	0	224	quasi-redundent	4393	no	228
4952	CN_S003467M2990330	CN_S003467	CN_S003467M2990330	2990330	CN_S003467M2990329	5	0.0213675213675214	0	224	chosen	10990	no	228
4953	CN_S003467M2990331	CN_S003467	CN_S003467M2990331	2990331	CN_S003467M2990329	5	0.0213675213675214	0	224	quasi-redundent	4393	no	228
4954	CN_S003467M3039354	CN_S003467	CN_S003467M3039354	3039354	CN_S003467M3039357	19	0.0811965811965812	0	196	quasi-redundent	4396	no	196
4955	CN_S003467M3039357	CN_S003467	CN_S003467M3039357	3039357	CN_S003467M3039354	19	0.0811965811965812	0	196	chosen	10990	no	196
4956	CN_S003468M248769	CN_S003468	CN_S003468M248769	248769	CN_S003468M258350	33	0.141025641025641	0.0625	192	large		NA	192
4957	CN_S003468M258350	CN_S003468	CN_S003468M258350	258350	CN_S003468M258356	11	0.047008547008547	0	212	quasi-redundent	4399	no	223
4958	CN_S003468M258356	CN_S003468	CN_S003468M258356	258356	CN_S003468M258350	11	0.047008547008547	0	212	chosen	10990	no	223
4959	CN_S003468M265688	CN_S003468	CN_S003468M265688	265688	CN_S003468M248769	40.5	0.173076923076923	0.0473372781065089	169	small		NA	169
4960	CN_S003468M484525	CN_S003468	CN_S003468M484525	484525	CN_S003468M248769	35	0.14957264957265	0.0393258426966292	178	small		NA	178
4961	CN_S003468M612239	CN_S003468	CN_S003468M612239	612239	CN_S003468M248769	35	0.14957264957265	0.0494505494505494	182	small		NA	182
4962	CN_S003468M623268	CN_S003468	CN_S003468M623268	623268	CN_S003468M248769	52.5	0.224358974358974	0.0838709677419355	155	large		NA	155
4963	CN_S003468M623388	CN_S003468	CN_S003468M623388	623388	CN_S003468M248769	33	0.141025641025641	0.0280898876404494	178	small		NA	178
4964	CN_S003474M18884	CN_S003474	CN_S003474M18884	18884	NA	NA	NA	NA	234	single		NA	234
4965	CN_S003490M59806	CN_S003490	CN_S003490M59806	59806	CN_S003490M64078	37.5	0.16025641025641	0.0655737704918033	183	large		NA	183
4966	CN_S003490M64078	CN_S003490	CN_S003490M64078	64078	CN_S003490M59806	37.5	0.16025641025641	0.0655737704918033	183	large		NA	183
4967	CN_S003490M87846	CN_S003490	CN_S003490M87846	87846	CN_S003490M59806	43	0.183760683760684	0.0542168674698795	166	large		NA	166
4968	CN_S003500M39702	CN_S003500	CN_S003500M39702	39702	CN_S003500M48095	46.5	0.198717948717949	0.0392156862745098	153	small		NA	153
4969	CN_S003500M48095	CN_S003500	CN_S003500M48095	48095	CN_S003500M39702	46.5	0.198717948717949	0.0392156862745098	153	small		NA	153
4970	CN_S003508M15862	CN_S003508	CN_S003508M15862	15862	CN_S003508M718749	29.5	0.126068376068376	0.0512820512820513	195	large		NA	195
4971	CN_S003508M262639	CN_S003508	CN_S003508M262639	262639	CN_S003508M729144	27	0.115384615384615	0.0408163265306122	196	small		NA	196
4972	CN_S003508M635722	CN_S003508	CN_S003508M635722	635722	CN_S003508M718749	22.5	0.0961538461538462	0.0298507462686567	201	small		NA	201
4973	CN_S003508M668448	CN_S003508	CN_S003508M668448	668448	CN_S003508M718749	20.5	0.0876068376068376	0.0150753768844221	199	small		NA	199
4974	CN_S003508M718749	CN_S003508	CN_S003508M718749	718749	CN_S003508M718750	7.5	0.032051282051282	0	219	quasi-redundent	4413	no	232
4975	CN_S003508M718750	CN_S003508	CN_S003508M718750	718750	CN_S003508M718749	7.5	0.032051282051282	0	219	chosen	10990	no	232
4976	CN_S003508M729144	CN_S003508	CN_S003508M729144	729144	CN_S003508M718749	14.5	0.061965811965812	0.014218009478673	211	small		NA	211
4977	CN_S003508M758582	CN_S003508	CN_S003508M758582	758582	CN_S003508M718749	28.5	0.121794871794872	0.0163934426229508	183	small		NA	183
4978	CN_S003508M767596	CN_S003508	CN_S003508M767596	767596	CN_S003508M718749	18	0.0769230769230769	0.0147058823529412	204	small		NA	204
4979	CN_S003508M778171	CN_S003508	CN_S003508M778171	778171	CN_S003508M729144	25	0.106837606837607	0.0306122448979592	196	small		NA	196
4980	CN_S003508M778299	CN_S003508	CN_S003508M778299	778299	CN_S003508M778301	8	0.0341880341880342	0	218	quasi-redundent	4419	no	228
4981	CN_S003508M778301	CN_S003508	CN_S003508M778301	778301	CN_S003508M778299	8	0.0341880341880342	0	218	chosen	10990	no	228
4982	CN_S003508M865648	CN_S003508	CN_S003508M865648	865648	CN_S003508M718749	19	0.0811965811965812	0.0196078431372549	204	small		NA	204
4983	CN_S003510M24179	CN_S003510	CN_S003510M24179	24179	NA	NA	NA	NA	234	single		NA	234
4984	CN_S003523M19498	CN_S003523	CN_S003523M19498	19498	CN_S003523M97835	34	0.145299145299145	0.0489130434782609	184	small		NA	184
4985	CN_S003523M97835	CN_S003523	CN_S003523M97835	97835	CN_S003523M154989	15.5	0.0662393162393162	0.0234741784037559	213	small		NA	213
4986	CN_S003523M138832	CN_S003523	CN_S003523M138832	138832	CN_S003523M97835	34.5	0.147435897435897	0.0175438596491228	171	small		NA	171
4987	CN_S003523M146863	CN_S003523	CN_S003523M146863	146863	CN_S003523M154989	31.5	0.134615384615385	0.0378378378378378	185	small		NA	185
4988	CN_S003523M154989	CN_S003523	CN_S003523M154989	154989	CN_S003523M97835	15.5	0.0662393162393162	0.0234741784037559	213	small		NA	213
4989	CN_S003523M264518	CN_S003523	CN_S003523M264518	264518	CN_S003523M97835	29	0.123931623931624	0.0319148936170213	188	small		NA	188
4990	CN_S003523M286573	CN_S003523	CN_S003523M286573	286573	CN_S003523M97835	22	0.094017094017094	0.025	200	small		NA	200
4991	CN_S003523M499828	CN_S003523	CN_S003523M499828	499828	CN_S003523M97835	28	0.11965811965812	0.0265957446808511	188	small		NA	188
4992	CN_S003525M25170	CN_S003525	CN_S003525M25170	25170	CN_S003525M74057	28	0.11965811965812	0.0459183673469388	196	small		NA	196
4993	CN_S003525M68632	CN_S003525	CN_S003525M68632	68632	CN_S003525M68654	9.5	0.0405982905982906	0	215	quasi-redundent	4431	no	222
4994	CN_S003525M68654	CN_S003525	CN_S003525M68654	68654	CN_S003525M68632	9.5	0.0405982905982906	0	215	chosen	10990	no	222
4995	CN_S003525M74057	CN_S003525	CN_S003525M74057	74057	CN_S003525M68632	15.5	0.0662393162393162	0.018957345971564	211	small		NA	211
4996	CN_S003525M218749	CN_S003525	CN_S003525M218749	218749	CN_S003525M218766	17	0.0726495726495727	0	200	chosen	NA	yes	224
4997	CN_S003525M218766	CN_S003525	CN_S003525M218766	218766	CN_S003525M218749	17	0.0726495726495727	0	200	swaped	4433	yes	223
4998	CN_S003525M269691	CN_S003525	CN_S003525M269691	269691	CN_S003525M269697	16.5	0.0705128205128205	0	201	quasi-redundent	4436	no	221
4999	CN_S003525M269697	CN_S003525	CN_S003525M269697	269697	CN_S003525M269691	16.5	0.0705128205128205	0	201	chosen	10990	no	221
5000	CN_S003525M469624	CN_S003525	CN_S003525M469624	469624	CN_S003525M74057	17.5	0.0747863247863248	0.0414746543778802	217	small		NA	217
5001	CN_S003525M787927	CN_S003525	CN_S003525M787927	787927	CN_S003525M74057	25.5	0.108974358974359	0.0259067357512953	193	small		NA	193
5002	CN_S003525M1039951	CN_S003525	CN_S003525M1039951	1039951	CN_S003525M74057	17.5	0.0747863247863248	0.0328638497652582	213	small		NA	213
5003	CN_S003525M1130720	CN_S003525	CN_S003525M1130720	1130720	CN_S003525M1039951	25	0.106837606837607	0.0353535353535354	198	small		NA	198
5004	CN_S003525M1133922	CN_S003525	CN_S003525M1133922	1133922	CN_S003525M74057	23	0.0982905982905983	0.0392156862745098	204	small		NA	204
5005	CN_S003539M117868	CN_S003539	CN_S003539M117868	117868	CN_S003539M490406	44.5	0.19017094017094	0.0496894409937888	161	small		NA	161
5006	CN_S003539M387961	CN_S003539	CN_S003539M387961	387961	CN_S003539M490406	15.5	0.0662393162393162	0.00966183574879227	207	small		NA	207
5007	CN_S003539M428634	CN_S003539	CN_S003539M428634	428634	CN_S003539M490406	19	0.0811965811965812	0.0242718446601942	206	small		NA	206
5008	CN_S003539M456475	CN_S003539	CN_S003539M456475	456475	CN_S003539M387961	41.5	0.177350427350427	0.0251572327044025	159	small		NA	159
5009	CN_S003539M456574	CN_S003539	CN_S003539M456574	456574	CN_S003539M456605	31	0.132478632478632	0.00574712643678161	174	small		NA	174
5010	CN_S003539M456605	CN_S003539	CN_S003539M456605	456605	CN_S003539M456574	31	0.132478632478632	0.00574712643678161	174	small		NA	174
5011	CN_S003539M490406	CN_S003539	CN_S003539M490406	490406	CN_S003539M490423	8.5	0.0363247863247863	0	217	quasi-redundent	4449	no	222
5012	CN_S003539M490423	CN_S003539	CN_S003539M490423	490423	CN_S003539M490406	8.5	0.0363247863247863	0	217	chosen	10990	no	222
5013	CN_S003548M56549	CN_S003548	CN_S003548M56549	56549	CN_S003548M82563	23	0.0982905982905983	0.0346534653465347	202	small		NA	202
5014	CN_S003548M81777	CN_S003548	CN_S003548M81777	81777	CN_S003548M82563	40	0.170940170940171	0.036144578313253	166	small		NA	166
